origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:00:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1537|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 12:12:00-05:00||10.7 mi|42.3747715|-71.0290294|1611|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1966|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1966|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|759|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1417|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1381|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|744|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|886|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1061|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|3|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1966|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|477|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1467|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1169|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|727|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1846|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|350|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1550|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|649|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1966|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 12:24:00-05:00||10.7 mi|42.3747715|-71.0290294|1693|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1778|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1778|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|703|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1181|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|884|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1062|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1778|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|407|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1319|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1116|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|820|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1158|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|747|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1658|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|370|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1539|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|618|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:24:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1778|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 12:36:00-05:00||10.7 mi|42.3747715|-71.0290294|1663|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1616|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1616|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|714|702|-71.1191387|42.3736294|3.8 mi|42.374262|-71.030395|n/a|1179|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|871|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1058|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1622|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|406|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1377|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1266|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|811|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1118|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|709|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1492|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|327|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1499|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|636|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:36:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1622|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 12:48:00-05:00||10.7 mi|42.3747715|-71.0290294|1619|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|2073|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|2118|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|697|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1682|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1134|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|745|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|860|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1050|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|2049|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|390|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1640|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1117|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|751|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1929|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|358|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1498|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|654|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 12:48:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|2049|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 13:00:00-05:00||10.7 mi|42.3747715|-71.0290294|1675|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1936|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1936|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|742|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1760|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|876|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1067|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1888|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|483|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1446|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1125|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|804|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1086|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|818|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1768|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|357|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1467|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|710|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:00:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1888|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 13:12:00-05:00||9.4 mi|42.3747715|-71.0290294|1842|1738|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|2136|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|2136|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|776|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1446|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1376|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|753|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|908|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1061|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|4|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|2056|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|517|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1758|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1213|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|617|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1936|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|362|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1594|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|644|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|2056|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 13:24:00-05:00||9.4 mi|42.3747715|-71.0290294|2023|1758|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1912|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1910|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|791|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1471|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|917|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1071|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1916|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|471|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1754|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1290|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|824|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1103|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|594|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1795|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|395|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1484|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|642|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:24:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1916|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 13:36:00-05:00||9.4 mi|42.3747715|-71.0290294|2170|1925|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1904|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1904|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|788|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1387|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|969|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1075|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1835|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|555|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1538|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1364|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|823|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1129|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|624|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1683|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|416|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1510|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|658|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:36:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1835|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 13:48:00-05:00||9.4 mi|42.3747715|-71.0290294|2115|1738|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1758|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1758|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|767|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1450|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|962|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1056|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1809|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|426|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1334|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1368|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|809|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1235|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|695|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1689|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|355|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1131|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|572|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1809|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 13:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1616|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|646|669|-71.0515464|42.3596586
