origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1029|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|736|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|752|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1036|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.7 mi|42.374262|-71.030395|n/a|1520|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|343|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1304|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1079|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|625|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1391|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|306|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1460|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|607|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:36:00-05:00|Airport Station|5.7 mi|42.374262|-71.030395|n/a|1521|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 05:48:00-05:00||10.7 mi|42.3747715|-71.0290294|1420|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1460|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1460|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|605|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|917|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|765|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1042|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1469|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|330|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1068|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|866|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|800|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1222|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|604|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1349|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|301|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1118|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|512|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1483|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 05:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1603|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|588|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 06:00:00-05:00||10.7 mi|42.3747715|-71.0290294|1516|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1564|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1489|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|644|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1134|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|773|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1049|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1534|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|360|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1159|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|931|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|806|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1225|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|614|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1414|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|319|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1606|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|606|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:00:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1534|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 06:12:00-05:00||10.7 mi|42.3747715|-71.0290294|1523|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1663|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1663|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|661|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1245|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|797|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1051|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1807|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|346|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1437|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|969|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|807|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1233|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|615|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1687|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|338|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1129|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|569|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1807|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1614|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|613|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 06:24:00-05:00||10.7 mi|42.3747715|-71.0290294|1569|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1846|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1816|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|682|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1133|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|838|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1038|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1655|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|388|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1248|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1077|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|792|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1227|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|614|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1535|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|340|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1123|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|509|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1655|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1608|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|630|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 06:36:00-05:00||11.2 mi|42.3747715|-71.0290294|1737|1630|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1644|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1644|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|727|702|-71.1191387|42.3736294|3.8 mi|42.374262|-71.030395|n/a|1272|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|891|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1033|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1819|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|381|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1416|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1185|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|791|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1224|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|701|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1699|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|317|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1605|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|608|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:36:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1733|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 06:48:00-05:00||10.7 mi|42.3747715|-71.0290294|1640|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1684|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1684|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|819|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1376|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|950|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1044|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1911|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|503|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1537|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Park Street|5.2 mi|42.3563193|-71.0622047|1118|990|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|794|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1245|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|677|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1791|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|362|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1141|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|637|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 06:48:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1911|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
