origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
John Hancock Center Chicago IL|tolls|(41.87027966666667, -87.727384)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.870272|-87.7277715|964|13139|1224|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.769499)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8602113|-87.76968389999999|1175|17891|1459|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.75546066666666)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.860259|-87.7543507|1027|15992|1274|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.74142233333333)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8595473|-87.7428429|1132|15438|1396|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.727384)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8602132|-87.72743659999999|1067|13988|1352|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.769499)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8501398|-87.77002069999999|1265|18960|1562|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.75546066666666)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8501957|-87.755462|1226|17227|1492|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.74142233333333)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8501427|-87.7417727|1212|16297|1485|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.727384)|driving|imperial|central|2017-04-17 05:24:00-05:00|41.8501518|-87.7273858|1164|15046|1478|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.769499)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.880264|-87.76966100000001|n/a|14296|3510|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.75546066666666)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.880466|-87.755333|n/a|13109|3310|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.74142233333333)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8805412|-87.7414263|n/a|11962|3142|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.727384)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8807148|-87.727391|n/a|10970|2854|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.769499)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8700368|-87.7695292|n/a|16191|3403|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.75546066666666)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.87028189999999|-87.7553298|n/a|13965|3190|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.74142233333333)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8705003|-87.7414271|n/a|13339|2938|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.727384)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.870272|-87.7277715|n/a|11813|2887|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.86021433333333, -87.769499)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8602113|-87.76968389999999|n/a|17199|4115|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.86021433333333, -87.75546066666666)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.860259|-87.7543507|n/a|15676|3754|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.86021433333333, -87.74142233333333)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8595473|-87.7428429|n/a|14581|3335|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.86021433333333, -87.727384)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8602132|-87.72743659999999|n/a|12947|3527|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.850149, -87.769499)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8501398|-87.77002069999999|n/a|17422|3930|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.850149, -87.75546066666666)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8501957|-87.755462|n/a|16100|3697|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.850149, -87.74142233333333)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8501427|-87.7417727|n/a|14990|3358|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.850149, -87.727384)|transit|imperial|central|2017-04-17 05:24:00-05:00|41.8501518|-87.7273858|n/a|13936|3239|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.880345, -87.769499)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8802565|-87.7694957|1117|16827|1377|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.880345, -87.75546066666666)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8803905|-87.7554621|1058|15665|1297|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.880345, -87.74142233333333)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8805412|-87.7414263|1016|14230|1266|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.880345, -87.727384)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8807148|-87.727391|1002|13017|1224|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.87027966666667, -87.769499)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8700368|-87.7695292|1026|16791|1251|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.87027966666667, -87.75546066666666)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.87028189999999|-87.7553298|1018|15296|1238|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.87027966666667, -87.74142233333333)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8705003|-87.7414271|1005|14146|1232|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.87027966666667, -87.727384)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.870272|-87.7277715|982|13139|1224|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.769499)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8602113|-87.76968389999999|1216|17891|1459|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.75546066666666)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.860259|-87.7543507|1036|15992|1274|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.74142233333333)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8595473|-87.7428429|1154|15438|1396|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.86021433333333, -87.727384)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8602132|-87.72743659999999|1091|13988|1352|-87.6223382|41.898416
