origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
(41.978484333333334, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1082|14669|1245|-87.6657654|41.9785125
(41.968967, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|810|17092|1010|-87.74082790000001|41.9690344
(41.968967, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1059|15652|1322|-87.721927|41.9689707
(41.968967, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.87630559999999|-87.6276298|1159|15391|1499|-87.70365199999999|41.9689583
(41.968967, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|1136|15057|1380|-87.6845398|41.9686716
(41.968967, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:15:00-05:00|41.8757206|-87.627637|917|13504|1083|-87.6657639|41.9689286
(41.997519, -87.740903)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|21595|4551|-87.7410494|41.9975217
(41.997519, -87.7221185)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|18112|3860|-87.722117|41.9973204
(41.997519, -87.703334)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|19619|3310|-87.7033015|41.997497
(41.997519, -87.6845495)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|18178|3069|-87.6845446|41.9973624
(41.997519, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|15693|2657|-87.6659767|41.9975155
(41.98800166666666, -87.740903)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|20937|3822|-87.7407453|41.9880043
(41.98800166666666, -87.7221185)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|19342|3643|-87.7217711|41.9879506
(41.98800166666666, -87.703334)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|18026|3457|-87.70334009999999|41.9879961
(41.98800166666666, -87.6845495)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|17142|3535|-87.6846564|41.9879945
(41.98800166666666, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|15108|2551|-87.6657659|41.9880874
(41.978484333333334, -87.740903)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|18148|4175|-87.7409524|41.9788342
(41.978484333333334, -87.7221185)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|16996|3485|-87.7221033|41.9784435
(41.978484333333334, -87.703334)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|17220|3112|-87.7033344|41.9785249
(41.978484333333334, -87.6845495)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|16174|2868|-87.68437139999999|41.9784878
(41.978484333333334, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|13608|2293|-87.6657654|41.9785125
(41.968967, -87.740903)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|15869|2616|-87.74082790000001|41.9690344
(41.968967, -87.7221185)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|17367|2919|-87.721927|41.9689707
(41.968967, -87.703334)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|15881|2478|-87.70365199999999|41.9689583
(41.968967, -87.6845495)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|14213|2409|-87.6845398|41.9686716
(41.968967, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:15:00-05:00|41.8757209|-87.62820099999999|n/a|12591|1976|-87.6657639|41.9689286
(41.997519, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:30:00-05:00|41.87630559999999|-87.6276298|1029|20518|1229|-87.7410494|41.9975217
(41.997519, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:30:00-05:00|41.87630559999999|-87.6276298|1116|22058|1329|-87.722117|41.9973204
(41.997519, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:30:00-05:00|41.87630559999999|-87.6276298|1376|23611|1616|-87.7033332|41.9974964
